timeStep pedestrianId countingDensity-PID1
1 1 2.8294212105225838
1 2 2.8294212105225838
1 3 2.970892271048713
1 4 2.2635369684180673
1 5 3.3953054526271007
1 6 3.2538343921009716
1 7 3.53677651315323
1 8 1.8391237868396795
1 9 3.2538343921009716
1 10 2.2635369684180673
1 11 2.4050080289441964
1 12 3.678247573679359
1 13 3.3953054526271007
1 14 2.6879501499964547
1 15 1.9805948473658086
1 16 3.2538343921009716
1 17 3.3953054526271007
1 18 2.970892271048713
1 19 3.678247573679359
1 20 1.9805948473658086
1 21 2.5464790894703255
1 22 1.8391237868396795
1 23 2.5464790894703255
1 24 3.53677651315323
1 25 1.4147106052612919
1 26 2.1220659078919377
1 27 3.53677651315323
1 28 2.4050080289441964
1 29 3.1123633315748425
1 30 2.2635369684180673
1 31 3.2538343921009716
1 32 2.6879501499964547
1 33 2.4050080289441964
1 34 2.5464790894703255
1 35 3.53677651315323
1 36 3.1123633315748425
1 37 2.6879501499964547
1 38 2.6879501499964547
1 39 3.1123633315748425
1 40 3.3953054526271007
1 41 3.3953054526271007
1 42 1.6976527263135504
1 43 2.4050080289441964
1 44 3.53677651315323
1 45 3.3953054526271007
1 46 2.6879501499964547
1 47 2.6879501499964547
1 48 3.53677651315323
1 49 3.53677651315323
1 50 3.1123633315748425
1 51 2.1220659078919377
1 52 3.3953054526271007
1 53 3.678247573679359
1 54 2.8294212105225838
1 55 3.678247573679359
1 56 1.5561816657874212
1 57 2.8294212105225838
1 58 2.6879501499964547
1 59 2.1220659078919377
1 60 3.678247573679359
1 61 2.2635369684180673
1 62 3.53677651315323
1 63 3.2538343921009716
1 64 2.2635369684180673
1 65 2.6879501499964547
1 66 2.970892271048713
1 67 3.53677651315323
1 68 3.3953054526271007
1 69 2.1220659078919377
1 70 2.1220659078919377
1 71 2.2635369684180673
1 72 2.6879501499964547
1 73 2.6879501499964547
1 74 2.6879501499964547
1 75 2.970892271048713
1 76 3.3953054526271007
1 77 3.3953054526271007
1 78 2.2635369684180673
1 79 2.2635369684180673
1 80 2.1220659078919377
1 81 3.3953054526271007
1 82 1.8391237868396795
1 83 1.6976527263135504
1 84 3.819718634205488
1 85 3.2538343921009716
1 86 1.5561816657874212
1 87 1.9805948473658086
1 88 3.961189694731617
1 89 1.1317684842090336
1 90 1.9805948473658086
1 91 2.4050080289441964
1 92 3.3953054526271007
1 93 3.678247573679359
1 94 3.3953054526271007
1 95 3.2538343921009716
1 96 3.3953054526271007
1 97 1.9805948473658086
1 98 3.678247573679359
1 99 2.4050080289441964
1 100 2.4050080289441964
1 101 2.2635369684180673
1 102 3.53677651315323
1 103 1.1317684842090336
1 104 2.6879501499964547
1 105 1.9805948473658086
1 106 2.5464790894703255
1 107 2.5464790894703255
1 108 3.678247573679359
1 109 3.53677651315323
1 110 1.4147106052612919
1 111 2.2635369684180673
1 112 2.970892271048713
1 113 3.2538343921009716
1 114 2.970892271048713
1 115 3.53677651315323
1 116 3.53677651315323
1 117 2.970892271048713
1 118 2.2635369684180673
1 119 3.678247573679359
1 120 3.3953054526271007
1 121 1.8391237868396795
1 122 3.1123633315748425
1 123 3.3953054526271007
1 124 3.961189694731617
1 125 3.678247573679359
1 126 1.8391237868396795
1 127 3.53677651315323
1 128 2.970892271048713
1 129 1.9805948473658086
1 130 3.1123633315748425
1 131 2.970892271048713
1 132 1.6976527263135504
1 133 1.5561816657874212
1 134 1.5561816657874212
1 135 3.678247573679359
1 136 1.4147106052612919
1 137 3.2538343921009716
1 138 2.1220659078919377
1 139 3.678247573679359
1 140 3.53677651315323
1 141 3.3953054526271007
1 142 3.3953054526271007
1 143 1.9805948473658086
1 144 2.5464790894703255
1 145 2.4050080289441964
1 146 3.3953054526271007
1 147 1.9805948473658086
1 148 2.970892271048713
1 149 3.53677651315323
1 150 2.8294212105225838
1 151 3.53677651315323
1 152 2.8294212105225838
1 153 3.678247573679359
1 154 3.53677651315323
1 155 1.8391237868396795
1 156 3.678247573679359
1 157 3.1123633315748425
2 1 3.1123633315748425
2 2 1.9805948473658086
2 3 2.6879501499964547
2 4 1.4147106052612919
2 5 2.6879501499964547
2 6 2.8294212105225838
2 7 3.1123633315748425
2 8 1.4147106052612919
2 9 3.1123633315748425
2 10 1.6976527263135504
2 11 2.4050080289441964
2 12 2.970892271048713
2 13 3.1123633315748425
2 14 1.8391237868396795
2 15 1.6976527263135504
2 16 3.1123633315748425
2 17 2.970892271048713
2 18 3.1123633315748425
2 19 2.8294212105225838
2 20 1.8391237868396795
2 21 1.2732395447351628
2 22 1.4147106052612919
2 23 2.1220659078919377
2 24 2.970892271048713
2 25 1.4147106052612919
2 26 1.6976527263135504
2 27 3.1123633315748425
2 28 1.9805948473658086
2 29 2.8294212105225838
2 30 1.9805948473658086
2 31 2.970892271048713
2 32 2.4050080289441964
2 33 1.9805948473658086
2 34 2.2635369684180673
2 35 2.970892271048713
2 36 2.8294212105225838
2 37 2.6879501499964547
2 38 2.1220659078919377
2 39 2.8294212105225838
2 40 3.1123633315748425
2 41 2.8294212105225838
2 42 1.8391237868396795
2 43 1.8391237868396795
2 44 3.1123633315748425
2 45 3.1123633315748425
2 46 1.5561816657874212
2 47 2.6879501499964547
2 48 3.3953054526271007
2 49 2.970892271048713
2 50 2.8294212105225838
2 51 1.6976527263135504
2 52 2.8294212105225838
2 53 3.53677651315323
2 54 2.1220659078919377
2 55 3.2538343921009716
2 56 1.5561816657874212
2 57 2.2635369684180673
2 58 2.5464790894703255
2 59 1.2732395447351628
2 60 2.8294212105225838
2 61 1.9805948473658086
2 62 2.8294212105225838
2 63 2.8294212105225838
2 64 1.6976527263135504
2 65 2.2635369684180673
2 66 2.4050080289441964
2 67 2.6879501499964547
2 68 2.970892271048713
2 69 1.6976527263135504
2 70 2.1220659078919377
2 71 1.8391237868396795
2 72 2.6879501499964547
2 73 2.1220659078919377
2 74 2.5464790894703255
2 75 2.8294212105225838
2 76 2.5464790894703255
2 77 2.970892271048713
2 78 1.4147106052612919
2 79 1.6976527263135504
2 80 1.6976527263135504
2 81 3.2538343921009716
2 82 1.9805948473658086
2 83 1.6976527263135504
2 84 2.970892271048713
2 85 2.6879501499964547
2 86 1.2732395447351628
2 87 1.8391237868396795
2 88 2.970892271048713
2 89 1.1317684842090336
2 90 1.6976527263135504
2 91 2.2635369684180673
2 92 2.970892271048713
2 93 2.970892271048713
2 94 2.6879501499964547
2 95 2.8294212105225838
2 96 3.3953054526271007
2 97 2.2635369684180673
2 98 2.970892271048713
2 99 1.9805948473658086
2 100 2.2635369684180673
2 101 2.5464790894703255
2 102 2.8294212105225838
2 103 0.9902974236829043
2 104 2.5464790894703255
2 105 1.4147106052612919
2 106 2.6879501499964547
2 107 2.2635369684180673
2 108 2.8294212105225838
2 109 2.8294212105225838
2 110 1.4147106052612919
2 111 1.8391237868396795
2 112 2.8294212105225838
2 113 2.970892271048713
2 114 2.2635369684180673
2 115 2.8294212105225838
2 116 2.970892271048713
2 117 2.5464790894703255
2 118 2.4050080289441964
2 119 3.678247573679359
2 120 2.6879501499964547
2 121 1.8391237868396795
2 122 2.8294212105225838
2 123 3.1123633315748425
2 124 3.1123633315748425
2 125 2.8294212105225838
2 126 1.5561816657874212
2 127 2.970892271048713
2 128 2.970892271048713
2 129 2.1220659078919377
2 130 2.8294212105225838
2 131 2.6879501499964547
2 132 1.8391237868396795
2 133 1.2732395447351628
2 134 1.5561816657874212
2 135 3.1123633315748425
2 136 1.2732395447351628
2 137 2.4050080289441964
2 138 2.6879501499964547
2 139 3.1123633315748425
2 140 2.8294212105225838
2 141 2.8294212105225838
2 142 2.8294212105225838
2 143 1.5561816657874212
2 144 2.5464790894703255
2 145 1.9805948473658086
2 146 2.6879501499964547
2 147 1.8391237868396795
2 148 2.8294212105225838
2 149 2.6879501499964547
2 150 2.5464790894703255
2 151 3.1123633315748425
2 152 2.6879501499964547
2 153 3.2538343921009716
2 154 3.1123633315748425
2 155 1.5561816657874212
2 156 3.1123633315748425
2 157 3.1123633315748425
2 158 3.1123633315748425
2 159 2.8294212105225838
2 160 1.6976527263135504
2 161 3.2538343921009716
2 162 2.6879501499964547
2 163 3.1123633315748425
2 164 1.2732395447351628
3 1 2.6879501499964547
3 2 1.9805948473658086
3 3 2.2635369684180673
3 4 1.4147106052612919
3 5 2.6879501499964547
3 6 2.8294212105225838
3 7 2.6879501499964547
3 8 1.4147106052612919
3 9 3.1123633315748425
3 10 1.8391237868396795
3 11 2.1220659078919377
3 12 3.1123633315748425
3 13 2.8294212105225838
3 14 1.9805948473658086
3 15 1.4147106052612919
3 16 3.53677651315323
3 17 2.8294212105225838
3 18 3.2538343921009716
3 19 2.970892271048713
3 20 1.5561816657874212
3 21 1.5561816657874212
3 22 1.5561816657874212
3 23 1.6976527263135504
3 24 3.1123633315748425
3 25 1.5561816657874212
3 26 1.5561816657874212
3 27 2.8294212105225838
3 28 1.6976527263135504
3 29 3.2538343921009716
